Servicentro,Region,Provincia,Comuna,Dirección,Coordenadas,Tipo de Atención,Gasolina 93 $/L,Petróleo Diesel $/L,Gasolina 95 $/L,GLP Vehicular $/m3,GNC $/m3,Gasolina 97 $/L,Kerosene $/L,Úlima Actualización
ARAMCO,Biobío,Concepción,Concepción,Ramon Carrasco 455,36º0'0""S 73º0'0""W,Asistido,1259,994,1280,0,0,1305,1036,9 oct. 2025
SHELL,Biobío,Concepción,Concepción,Avda. Collao 500,36º0'0""S 73º0'0""W,Asistido,1260,1000,1283,0,0,1307,1063,9 oct. 2025
SHELL,Biobío,Concepción,Concepción,Avda. Pedro de Valdivia 904,36º0'0""S 73º0'0""W,Asistido,1260,999,1283,0,0,1307,1054,9 oct. 2025
SHELL,Biobío,Concepción,Concepción,Paicavi 1122,36º0'0""S 73º0'0""W,Asistido,1239,978,1275,0,0,1305,1052,21 oct. 2025
SHELL,Metropolitana,Santiago,Santiago Centro,BRASIL 154,33º0'0""S 70º0'0""W,Asistido,1200,992,1234,0,0,1273,1119,9 oct. 2025
SHELL,Metropolitana,Santiago,Santiago Centro,PORTUGAL 175,33º0'0""S 70º0'0""W,Asistido,1224,1012,1257,0,0,1304,1070,9 oct. 2025
SHELL,Metropolitana,Santiago,Santiago Centro,PORTUGAL 175,33º0'0""S 70º0'0""W,Autoservicio,1224,1012,1257,0,0,1304,1070,9 oct. 2025
SHELL,Metropolitana,Santiago,Santiago Centro,COMPAÑÍA 1942,33º0'0""S 70º0'0""W,Autoservicio,1194,986,1228,0,0,1267,1071,9 oct. 2025
COPEC,Metropolitana,Santiago,Cerrillos,Pedro Aguirre Cerda 5903,33º0'0""S 70º0'0""W,Asistido,1201,962,1226,0,0,1267,1054,9 oct. 2025
COPEC,Metropolitana,Santiago,Cerrillos,Avenida Lo Errázuriz 713,33º0'0""S 70º0'0""W,Asistido,1201,959,1226,0,0,1267,1072,9 oct. 2025
Dale Combustibles,Metropolitana,Santiago,Cerrillos,AVENIDA SALVADOR ALLENDE 7502,33º0'0""S 70º0'0""W,Asistido,1192,931,1234,0,0,0,1080,26 jun. 2025
ARAMCO,Metropolitana,Santiago,Cerrillos,Avenida Central 3259,33º0'0""S 70º0'0""W,Asistido,1219,980,1257,0,0,1293,1072,10 oct. 2025
SHELL,Metropolitana,Santiago,Cerrillos,Avda Pedro Aguirre Cerda 4981,33º0'0""S 70º0'0""W,Asistido,1201,962,1226,0,1091,1267,1072,9 oct. 2025
Adquim,Metropolitana,Santiago,Cerro Navia,José Joaquín Pérez 6658,33º0'0""S 70º0'0""W,Asistido,1179,958,1209,0,0,0,1045,9 oct. 2025
SHELL,Metropolitana,Santiago,Cerro Navia,José Joaquín Perez 7327,33º0'0""S 70º0'0""W,Asistido,1186,964,1215,0,0,1251,1047,10 oct. 2025
COPEC,Metropolitana,Santiago,Conchalí,Principal Capitán Ignacio Carrera Pinto 1236,33º0'0""S 70º0'0""W,Asistido,1206,979,1260,0,0,1296,1072,9 oct. 2025
COPEC,Metropolitana,Santiago,Conchalí,Independencia 3060,33º0'0""S 70º0'0""W,Asistido,1200,958,1239,0,0,1280,1027,9 oct. 2025
ORANGE COMBUSTIBLES,Metropolitana,Santiago,Conchalí,Independencia 6117,33º0'0""S 70º0'0""W,Asistido,1217,959,1262,599,0,0,1089,9 oct. 2025
PETROBRAS,Metropolitana,Santiago,Conchalí,Avenida Independencia 4905,33º0'0""S 70º0'0""W,Autoservicio,1198,956,1237,0,0,1278,1053,9 oct. 2025
SHELL,Metropolitana,Santiago,Conchalí,Avenida Zapadores 1200,33º0'0""S 70º0'0""W,Asistido,1206,977,1260,0,0,1296,1148,9 oct. 2025
SHELL,Metropolitana,Santiago,Conchalí,Independencia 4071,33º0'0""S 70º0'0""W,Asistido,1206,964,1245,0,0,1286,1132,9 oct. 2025
COPEC,Metropolitana,Santiago,El Bosque,Gran Avenida 13040,33º0'0""S 70º0'0""W,Asistido,1192,956,1238,0,0,1271,1070,14 oct. 2025
Speedway,Metropolitana,Santiago,El Bosque,LO MARTINEZ 1483,33º0'0""S 70º0'0""W,Asistido,1195,966,1218,0,0,0,1102,17 oct. 2025
DELPA,Metropolitana,Santiago,El Bosque,Lo Espejo 0450,33º0'0""S 70º0'0""W,Asistido,1173,957,1218,607,0,0,,13 oct. 2025
ARAMCO,Metropolitana,Santiago,El Bosque,Gran Avenida 10078,33º0'0""S 70º0'0""W,Asistido,1210,963,1260,0,0,1295,1069,9 oct. 2025
ARAMCO,Metropolitana,Santiago,El Bosque,Gran Avenida 9549,33º0'0""S 70º0'0""W,Asistido,1201,975,1246,0,0,1277,1095,8 ago. 2025
SHELL,Metropolitana,Santiago,El Bosque,Gran Avenida 10190,33º0'0""S 70º0'0""W,Asistido,1210,965,1262,0,0,1297,1145,9 oct. 2025
COPEC,Metropolitana,Santiago,Estación Central,Ecuador 4603,33º0'0""S 70º0'0""W,Asistido,1165,972,1199,0,0,1238,1069,9 oct. 2025
COPEC,Metropolitana,Santiago,Estación Central,PADRE ALBERTO HURTADO 301 301,33º0'0""S 70º0'0""W,Asistido,1185,982,1219,0,0,1258,1051,9 oct. 2025
COPEC,Metropolitana,Santiago,Estación Central,5 de Abril 4790,33º0'0""S 70º0'0""W,Asistido,1165,972,1199,0,0,1238,1069,9 oct. 2025
COPEC,Metropolitana,Santiago,Estación Central,5 de Abril 4299,33º0'0""S 70º0'0""W,Asistido,1175,972,1209,0,0,1248,1051,9 oct. 2025
SHELL,Metropolitana,Santiago,Estación Central,LIBERTADOR BERNARDO OHIGGINS 4502,33º0'0""S 70º0'0""W,Asistido,1165,972,1199,0,0,1238,1069,9 oct. 2025
ARAMCO,Metropolitana,Santiago,Estación Central,Gladys Marín Millie 6475,33º0'0""S 70º0'0""W,Asistido,1198,964,1225,0,0,1251,1071,9 oct. 2025
ARAMCO,Metropolitana,Santiago,Estación Central,Avenida Bernardo OHiggins 5027,33º0'0""S 70º0'0""W,Asistido,1165,972,1199,0,0,1238,1069,9 oct. 2025
SHELL,Metropolitana,Santiago,Estación Central,Avenida Libertador Bernardo O'Higgins 3783,33º0'0""S 70º0'0""W,Asistido,1165,972,1199,0,0,1238,1167,9 oct. 2025
SHELL,Metropolitana,Santiago,Estación Central,Ecuador 4768,33º0'0""S 70º0'0""W,Asistido,1213,1012,1249,0,0,1283,1152,9 oct. 2025
SHELL,Metropolitana,Santiago,Estación Central,Matucana 30,33º0'0""S 70º0'0""W,Asistido,1200,992,1234,0,0,1273,1117,9 oct. 2025
COPEC,Metropolitana,Santiago,Huechuraba,Avenida Recoleta 4406,33º0'0""S 70º0'0""W,Asistido,1213,1008,1269,0,0,1322,1053,9 oct. 2025
COPEC,Metropolitana,Santiago,Huechuraba,Américo Vespucio 1403,33º0'0""S 70º0'0""W,Asistido,1246,972,1292,0,0,1332,1065,9 oct. 2025
COPEC,Metropolitana,Santiago,Huechuraba,Avda. Pedro Fontova 6789,33º0'0""S 70º0'0""W,Asistido,1251,977,1297,0,0,1337,1072,9 oct. 2025
ARAMCO,Metropolitana,Santiago,Huechuraba,Pedro Fontova 7523,33º0'0""S 70º0'0""W,Asistido,1251,977,1297,0,0,1337,1071,10 oct. 2025
SHELL,Metropolitana,Santiago,Huechuraba,Av. Pedro Fontova 6739,33º0'0""S 70º0'0""W,Asistido,1251,977,1297,0,0,1337,1071,9 oct. 2025
SHELL,Metropolitana,Santiago,Huechuraba,Santa Marta de Huechuraba 6440,33º0'0""S 70º0'0""W,Asistido,1251,972,1297,0,0,1337,1071,9 oct. 2025
SHELL,Metropolitana,Santiago,Huechuraba,"Americo Vespucio 711, ex 931",33º0'0""S 70º0'0""W,Asistido,1213,1008,1269,0,0,1322,1052,9 oct. 2025
COPEC,Metropolitana,Santiago,Independencia,Panamericana Norte 1767,33º0'0""S 70º0'0""W,Asistido,1234,958,1262,0,0,1299,1054,9 oct. 2025
COPEC,Metropolitana,Santiago,Independencia,FEMIN VIVACETA 715,33º0'0""S 70º0'0""W,Asistido,1210,964,1243,0,0,1280,1053,9 oct. 2025
COPEC,Metropolitana,Santiago,Independencia,Avenida Presidente Eduardo Frei Montalva 633,33º0'0""S 70º0'0""W,Asistido,1234,958,1262,0,0,1299,1072,9 oct. 2025
COPEC,Metropolitana,Santiago,Independencia,Vivaceta 1108,33º0'0""S 70º0'0""W,Asistido,1210,964,1243,0,0,1280,1091,9 oct. 2025
ARAMCO,Metropolitana,Santiago,Independencia,Av Frei Montalva 2797,33º0'0""S 70º0'0""W,Asistido,1226,950,1256,0,0,1294,1075,3 oct. 2025
SHELL,Metropolitana,Santiago,Independencia,Fermín Vivaceta 1982,33º0'0""S 70º0'0""W,Asistido,1210,964,1243,0,0,1280,1071,9 oct. 2025
SHELL,Metropolitana,Santiago,Independencia,Av Independencia 2201,33º0'0""S 70º0'0""W,Asistido,1200,960,1239,0,0,1280,1033,9 oct. 2025
COPEC,Metropolitana,Santiago,La Cisterna,Gran. Av. José Miguel Carrera #8765,33º0'0""S 70º0'0""W,Asistido,1210,963,1260,0,0,1295,1051,9 oct. 2025
COPEC,Metropolitana,Santiago,La Cisterna,Gran Avenida/ Los Morros 9250,33º0'0""S 70º0'0""W,Asistido,1210,962,1230,0,0,1296,1061,9 oct. 2025
ARAMCO,Metropolitana,Santiago,La Cisterna,Gran Avenida 7390,33º0'0""S 70º0'0""W,Asistido,1210,963,1260,0,0,1295,1071,9 oct. 2025
ARAMCO,Metropolitana,Santiago,La Cisterna,Gran Avenida 8501,33º0'0""S 70º0'0""W,Asistido,1210,963,1260,0,0,1295,1051,9 oct. 2025
SHELL,Metropolitana,Santiago,La Cisterna,Las Brisas 310,33º0'0""S 70º0'0""W,Asistido,1210,963,1260,0,0,1295,1069,9 oct. 2025
COPEC,Metropolitana,Santiago,La Florida,Avenida La Florida / Trinidad 9871,33º0'0""S 70º0'0""W,Asistido,1219,999,1271,0,0,1315,1096,11 ago. 2025
COPEC,Metropolitana,Santiago,La Florida,Avenida La Florida 11215,33º0'0""S 70º0'0""W,Asistido,1208,994,1237,0,0,1313,1072,9 oct. 2025
COPEC,Metropolitana,Santiago,La Florida,Lía Aguirre 10,33º0'0""S 70º0'0""W,Asistido,1208,988,1251,0,0,1294,1054,9 oct. 2025
COPEC,Metropolitana,Santiago,La Florida,Trinidad 1694,33º0'0""S 70º0'0""W,Asistido,1236,987,1276,0,0,1320,1054,9 oct. 2025
COPEC,Metropolitana,Santiago,La Florida,Vicuña Mackenna /Los Cóndores 8257,33º0'0""S 70º0'0""W,Asistido,1236,987,1276,0,0,1320,1091,8 oct. 2025
COPEC,Metropolitana,Santiago,La Florida,San José de la Estrella / Santa Raquel 1301,33º0'0""S 70º0'0""W,Asistido,1236,987,1276,0,0,1320,1054,9 oct. 2025
COPEC,Metropolitana,Santiago,La Florida,Avenida Trinidad 1300,33º0'0""S 70º0'0""W,Asistido,1236,987,1276,0,0,1320,1072,9 oct. 2025
COPEC,Metropolitana,Santiago,La Florida,Av Americo vespucio 9150,33º0'0""S 70º0'0""W,Asistido,1220,981,1266,0,0,1315,1072,9 oct. 2025
ARAMCO,Metropolitana,Santiago,La Florida,Rojas Magallanes 1459,33º0'0""S 70º0'0""W,Asistido,1228,987,1285,0,0,1334,1054,9 oct. 2025
ARAMCO,Metropolitana,Santiago,La Florida,Vicuña Mackenna 9815,33º0'0""S 70º0'0""W,Asistido,1236,987,1276,0,0,1320,1072,9 oct. 2025
ARAMCO,Metropolitana,Santiago,La Florida,Américo Vespucio 9077,33º0'0""S 70º0'0""W,Autoservicio,1218,979,1264,0,0,1313,1054,9 oct. 2025
SHELL,Metropolitana,Santiago,La Florida,Walker Martinez 1940,33º0'0""S 70º0'0""W,Asistido,1208,988,1251,0,0,1304,1139,9 oct. 2025
SHELL,Metropolitana,Santiago,La Florida,Avda. La Florida 9801,33º0'0""S 70º0'0""W,Asistido,1228,987,1285,0,0,1334,1174,9 oct. 2025
SHELL,Metropolitana,Santiago,La Florida,Colombia 7111,33º0'0""S 70º0'0""W,Asistido,1208,988,1251,0,0,1304,1135,9 oct. 2025
COPEC,Metropolitana,Santiago,La Florida,Avenida Walker Martinez 2283,33º0'0""S 70º0'0""W,Asistido,1208,988,1251,0,0,1304,1072,9 oct. 2025
SHELL,Metropolitana,Santiago,La Florida,Avenida Diego Portales 786,33º0'0""S 70º0'0""W,Asistido,1208,994,1238,0,0,1313,1117,9 oct. 2025
SHELL,Metropolitana,Santiago,La Florida,Av. Vicuña Mackenna 9840,33º0'0""S 70º0'0""W,Asistido,1236,987,1276,0,0,1320,1056,9 oct. 2025
COPEC,Metropolitana,Santiago,La Granja,Santa Rosa / San Martín 9468,33º0'0""S 70º0'0""W,Asistido,1205,985,1252,0,0,1286,1072,9 oct. 2025
SHELL,Metropolitana,Santiago,La Granja,Santa Rosa 7606,33º0'0""S 70º0'0""W,Asistido,1226,987,1277,0,0,1333,1073,9 oct. 2025
COPEC,Metropolitana,Santiago,La Pintana,Santa Rosa 13010,33º0'0""S 70º0'0""W,Asistido,1239,964,1274,0,0,1293,1072,9 oct. 2025
COPEC,Metropolitana,Santiago,La Pintana,Tte. Montt Salamanca 12112,33º0'0""S 70º0'0""W,Asistido,1202,966,1228,0,0,1274,1049,20 oct. 2025
Sin Bandera,Metropolitana,Santiago,La Pintana,Av Gabriela 3480,33º0'0""S 70º0'0""W,Asistido,1229,959,1264,0,0,0,1,9 oct. 2025
SHELL,Metropolitana,Santiago,La Pintana,Avenida Gabriela 03040,33º0'0""S 70º0'0""W,Asistido,1232,954,1269,0,0,1290,1092,17 jul. 2025
SHELL,Metropolitana,Santiago,La Pintana,Avenida Gabriela 03040,33º0'0""S 70º0'0""W,Autoservicio,1228,950,1265,0,0,1286,1092,17 jul. 2025
COPEC,Metropolitana,Santiago,La Reina,Avenida Francisco Bilbao 5739,33º0'0""S 70º0'0""W,Asistido,1259,1007,1285,0,0,1321,1052,9 oct. 2025
COPEC,Metropolitana,Santiago,La Reina,Avenida Ossa 591,33º0'0""S 70º0'0""W,Asistido,1259,1007,1285,0,0,1321,1089,9 oct. 2025
COPEC,Metropolitana,Santiago,La Reina,Príncipe de Gales 6880,33º0'0""S 70º0'0""W,Asistido,1244,1003,1281,0,0,1319,1054,9 oct. 2025
ARAMCO,Metropolitana,Santiago,La Reina,Príncipe De Gales 9200,33º0'0""S 70º0'0""W,Asistido,1244,1004,1281,0,0,1320,1072,9 oct. 2025
ARAMCO,Metropolitana,Santiago,La Reina,Avenida José Arrieta 7398,33º0'0""S 70º0'0""W,Asistido,1225,983,1274,0,0,1333,1064,9 oct. 2025
SHELL,Metropolitana,Santiago,La Reina,Avenida Larraín 8511,33º0'0""S 70º0'0""W,Asistido,1244,1003,1281,0,0,1319,1072,9 oct. 2025
SHELL,Metropolitana,Santiago,La Reina,Aguas Claras 1681,33º0'0""S 70º0'0""W,Asistido,1244,1003,1281,0,0,1319,1135,9 oct. 2025
COPEC,Metropolitana,Santiago,Las Condes,Avenida Las Condes 12145,33º0'0""S 70º0'0""W,Asistido,1271,1021,1313,0,0,1356,1054,9 oct. 2025
COPEC,Metropolitana,Santiago,Las Condes,San Ramón 2701,33º0'0""S 70º0'0""W,Asistido,1271,1021,1313,0,0,1356,1091,9 oct. 2025
COPEC,Metropolitana,Santiago,Las Condes,Avenida Colón 7400,33º0'0""S 70º0'0""W,Asistido,1265,1017,1308,0,0,1350,1071,9 oct. 2025
COPEC,Metropolitana,Santiago,Las Condes,Manquehue Norte 674,33º0'0""S 70º0'0""W,Asistido,1268,1019,1312,0,0,1355,1077,10 oct. 2025
COPEC,Metropolitana,Santiago,Las Condes,Avenida Las Condes 8170,33º0'0""S 70º0'0""W,Asistido,1270,1021,1313,0,0,1354,1068,9 oct. 2025
COPEC,Metropolitana,Santiago,Las Condes,Camino El Alba 9610,33º0'0""S 70º0'0""W,Asistido,1271,1021,1313,0,0,1356,1065,9 oct. 2025
COPEC,Metropolitana,Santiago,Las Condes,Isabel La Catolica 4020,33º0'0""S 70º0'0""W,Asistido,1256,1002,1281,0,0,1311,1049,9 oct. 2025
COPEC,Metropolitana,Santiago,Las Condes,Av. Apoquindo 7520,33º0'0""S 70º0'0""W,Asistido,1268,1020,1311,0,0,1353,1054,9 oct. 2025
ARAMCO,Metropolitana,Santiago,Las Condes,Manquehue sur 1590,33º0'0""S 70º0'0""W,Asistido,1264,1010,1424,0,0,1319,1067,10 oct. 2025
ARAMCO,Metropolitana,Santiago,Las Condes,Cristobal Colon 7550,33º0'0""S 70º0'0""W,Asistido,1265,1017,1308,0,0,1350,1053,9 oct. 2025
SHELL,Metropolitana,Santiago,Las Condes,Tomás Moro 1945,33º0'0""S 70º0'0""W,Asistido,1259,1007,1285,0,0,1321,1070,9 oct. 2025
SHELL,Metropolitana,Santiago,Las Condes,Avenida General Blanche 11860,33º0'0""S 70º0'0""W,Asistido,1271,1021,1313,0,0,1356,1065,9 oct. 2025
SHELL,Metropolitana,Santiago,Las Condes,Avenida Cristobal Colón 7026,33º0'0""S 70º0'0""W,Asistido,1265,1017,1308,0,0,1350,1156,9 oct. 2025
SHELL,Metropolitana,Santiago,Las Condes,Patagonia 75,33º0'0""S 70º0'0""W,Asistido,1268,1020,1311,0,0,1353,1049,9 oct. 2025
ARAMCO,Metropolitana,Santiago,Las Condes,Las Condes 9595,33º0'0""S 70º0'0""W,Asistido,1271,1021,1313,0,0,1356,1092,9 oct. 2025
COPEC,Metropolitana,Santiago,Las Condes,Los Pozos 7180,33º0'0""S 70º0'0""W,Asistido,1265,1017,1308,0,0,1350,1071,9 oct. 2025
COPEC,Metropolitana,Santiago,Lo Barnechea,La Dehesa 2016,33º0'0""S 70º0'0""W,Asistido,1272,1022,1314,0,0,1357,1072,9 oct. 2025
COPEC,Metropolitana,Santiago,Lo Barnechea,Camino de Los Cóndores 225,33º0'0""S 70º0'0""W,Asistido,1271,1021,1313,0,0,1356,1072,9 oct. 2025
COPEC,Metropolitana,Santiago,Lo Barnechea,Avenida Los Trapenses 2250,33º0'0""S 70º0'0""W,Asistido,1272,1022,1314,0,0,1357,1072,9 oct. 2025
ARAMCO,Metropolitana,Santiago,Lo Barnechea,Avenida La Dehesa 1445,33º0'0""S 70º0'0""W,Asistido,1272,1022,1314,0,0,1357,1054,9 oct. 2025
SHELL,Metropolitana,Santiago,Lo Barnechea,Avenida José Alcalde Delano 11355,33º0'0""S 70º0'0""W,Asistido,1272,1022,1314,0,0,1357,1072,9 oct. 2025
SHELL,Metropolitana,Santiago,Lo Barnechea,AV COMANDANTE MALBEC 13500,33º0'0""S 70º0'0""W,Asistido,1272,1022,1314,0,0,1357,1072,9 oct. 2025
SHELL,Metropolitana,Santiago,Lo Barnechea,Avda. Los Trapenses 3353,33º0'0""S 70º0'0""W,Asistido,1272,1022,1314,0,0,1357,1072,9 oct. 2025
SHELL,Metropolitana,Santiago,Lo Barnechea,Av. Pie Andino 4850,33º0'0""S 70º0'0""W,Asistido,1272,1022,1314,0,0,1357,1072,9 oct. 2025
SHELL,Metropolitana,Santiago,Lo Barnechea,Camino a Farellones 14380,33º0'0""S 70º0'0""W,Asistido,1271,1021,1313,0,0,1356,1072,9 oct. 2025
COPEC,Metropolitana,Santiago,Lo Barnechea,Avenida La Dehesa 1310,33º0'0""S 70º0'0""W,Asistido,1257,1007,1299,0,0,1342,1072,9 oct. 2025
COPEC,Metropolitana,Santiago,Lo Espejo,Lo Sierra 03079,33º0'0""S 70º0'0""W,Asistido,1157,947,1191,0,0,1225,1072,9 oct. 2025
SHELL,Metropolitana,Santiago,Lo Espejo,Don Miguel Angel 9175,33º0'0""S 70º0'0""W,Asistido,1257,1020,1299,0,0,1357,1057,9 oct. 2025
ARAMCO,Metropolitana,Santiago,Lo Prado,San Pablo 6256,33º0'0""S 70º0'0""W,Asistido,1224,973,1238,0,0,1264,1030,9 oct. 2025
SHELL,Metropolitana,Santiago,Lo Prado,San Pablo 8247,33º0'0""S 70º0'0""W,Autoservicio,1218,967,1232,0,0,1258,1140,9 oct. 2025
COPEC,Metropolitana,Santiago,Macul,José Pedro Alessandri 5880,33º0'0""S 70º0'0""W,Asistido,1206,978,1251,0,0,1294,1078,9 oct. 2025
COPEC,Metropolitana,Santiago,Macul,José Pedro Alessandri 4003,33º0'0""S 70º0'0""W,Asistido,1204,978,1249,0,0,1294,1050,9 oct. 2025
COPEC,Metropolitana,Santiago,Macul,Escuela Agrícola 2589,33º0'0""S 70º0'0""W,Asistido,1204,982,1249,0,0,1292,1071,9 oct. 2025
COPEC,Metropolitana,Santiago,Macul,José Pedro Alessandri 2526,33º0'0""S 70º0'0""W,Asistido,1206,978,1251,0,0,1294,1043,10 oct. 2025
COPEC,Metropolitana,Santiago,Macul,Vicuña Mackenna 5700,33º0'0""S 70º0'0""W,Asistido,1218,972,1266,0,0,1316,1972,9 oct. 2025
MODENA,Metropolitana,Santiago,Macul,Froilan Roa 5275,33º0'0""S 70º0'0""W,Asistido,1201,978,1249,0,0,0,1089,16 oct. 2025
SHELL,Metropolitana,Santiago,Macul,Americo Vespucio 5542,33º0'0""S 70º0'0""W,Asistido,1208,988,1251,0,0,1294,1072,9 oct. 2025
SHELL,Metropolitana,Santiago,Macul,Avenida Macul 2675,33º0'0""S 70º0'0""W,Asistido,1204,978,1249,0,0,1294,1068,9 oct. 2025
COPEC,Metropolitana,Santiago,Maipú,Avenida Pajaritos 5200,33º0'0""S 70º0'0""W,Asistido,1198,964,1225,0,0,1251,1071,9 oct. 2025
COPEC,Metropolitana,Santiago,Maipú,Alberto Llona 640,33º0'0""S 70º0'0""W,Asistido,1174,956,1205,0,0,1241,1072,9 oct. 2025
COPEC,Metropolitana,Santiago,Maipú,Avenida Los Pajaritos 3333,33º0'0""S 70º0'0""W,Asistido,1195,961,1222,0,0,1248,1054,9 oct. 2025
COPEC,Metropolitana,Santiago,Maipú,Camino a Melipilla 11820,33º0'0""S 70º0'0""W,Asistido,1219,971,1258,0,0,1286,1072,9 oct. 2025
COPEC,Metropolitana,Santiago,Maipú,Carmen 988,33º0'0""S 70º0'0""W,Asistido,1172,954,1203,0,0,1239,1068,9 oct. 2025
COPEC,Metropolitana,Santiago,Maipú,El Rosal 6443,33º0'0""S 70º0'0""W,Asistido,1186,963,1211,0,0,1244,1072,9 oct. 2025
COPEC,Metropolitana,Santiago,Maipú,Camino a Lonquen 9521,33º0'0""S 70º0'0""W,Asistido,1202,960,1227,0,0,1273,1069,9 oct. 2025
COPEC,Metropolitana,Santiago,Maipú,Av. 5 de Abril 1310,33º0'0""S 70º0'0""W,Asistido,1177,957,1225,0,0,1243,1072,9 oct. 2025
Del Sol Combustibles,Metropolitana,Santiago,Maipú,LA RINCONADA 2300,33º0'0""S 70º0'0""W,Asistido,1256,1018,1309,0,0,0,1126,9 oct. 2025
FARCOM,Metropolitana,Santiago,Maipú,NUEVA SAN MARTIN 959,33º0'0""S 70º0'0""W,Asistido,1191,963,1221,0,0,1251,955,13 mar. 2025
JVL COMBUSTIBLES,Metropolitana,Santiago,Maipú,NUEVA O' HIGGINS 77,33º0'0""S 70º0'0""W,Asistido,1174,956,1205,604,909,1241,1068,9 oct. 2025
ARAMCO,Metropolitana,Santiago,Maipú,Avenida Parque Central Poniente 21,33º0'0""S 70º0'0""W,Autoservicio,1213,997,1266,0,0,1280,1072,9 oct. 2025
ARAMCO,Metropolitana,Santiago,Maipú,Avenida Americo Vespucio 1677,33º0'0""S 70º0'0""W,Asistido,1186,964,1211,0,0,1245,1072,9 oct. 2025
ARAMCO,Metropolitana,Santiago,Maipú,Avenida Pajaritos 3439,33º0'0""S 70º0'0""W,Asistido,1195,961,1222,0,0,1248,1072,9 oct. 2025
SHELL,Metropolitana,Santiago,Maipú,Ramon Freire 2753,33º0'0""S 70º0'0""W,Asistido,1195,961,1222,0,0,1248,1131,9 oct. 2025
SHELL,Metropolitana,Santiago,Maipú,Avenida Américo Vespucio 2025,33º0'0""S 70º0'0""W,Asistido,1186,964,1211,0,0,1245,1072,9 oct. 2025
SHELL,Metropolitana,Santiago,Maipú,Alberto Llona 625,33º0'0""S 70º0'0""W,Asistido,1174,956,1205,0,0,1241,1068,9 oct. 2025
Aire,Metropolitana,Santiago,Maipú,AV 5 DE ABRIL 655,33º0'0""S 70º0'0""W,Asistido,1171,951,1219,0,0,1237,1089,9 oct. 2025
SHELL,Metropolitana,Santiago,Maipú,Av. Rinconada 1266,33º0'0""S 70º0'0""W,Asistido,1172,954,1203,0,0,1241,1067,9 oct. 2025
SHELL,Metropolitana,Santiago,Maipú,5 de Abril 1290,33º0'0""S 70º0'0""W,Asistido,1175,955,1223,0,0,1244,1090,9 oct. 2025
SHELL,Metropolitana,Santiago,Maipú,Camino Melipilla 16850,33º0'0""S 70º0'0""W,Asistido,1213,997,1266,0,0,1283,1258,9 oct. 2025
SHELL,Metropolitana,Santiago,Maipú,Cuatro Poniente 01197,33º0'0""S 70º0'0""W,Asistido,1174,956,1205,0,0,1243,1258,9 oct. 2025
COPEC,Metropolitana,Santiago,Ñuñoa,Vicuña Mackenna 654,33º0'0""S 70º0'0""W,Asistido,1224,976,1250,0,0,1294,1072,9 oct. 2025
COPEC,Metropolitana,Santiago,Ñuñoa,Avenida Irarrázaval 1102,33º0'0""S 70º0'0""W,Asistido,1224,993,1270,0,0,1294,1072,9 oct. 2025
COPEC,Metropolitana,Santiago,Ñuñoa,Avenida Irarrázaval 5277,33º0'0""S 70º0'0""W,Asistido,1224,993,1270,0,0,1294,1054,9 oct. 2025
COPEC,Metropolitana,Santiago,Ñuñoa,Pedro de Valdivia 4298,33º0'0""S 70º0'0""W,Asistido,1202,974,1247,0,0,1290,1061,9 oct. 2025
COPEC,Metropolitana,Santiago,Ñuñoa,Avenida Irarrázaval 4102,33º0'0""S 70º0'0""W,Asistido,1218,987,1264,0,0,1288,1045,9 oct. 2025
COPEC,Metropolitana,Santiago,Ñuñoa,San Eugenio 1602,33º0'0""S 70º0'0""W,Asistido,1230,1002,1276,0,0,1300,1072,9 oct. 2025
COPEC,Metropolitana,Santiago,Ñuñoa,Avda. Presidente Jose Batlle y Ordoñez 4312,33º0'0""S 70º0'0""W,Asistido,1224,996,1270,0,0,1295,1068,9 oct. 2025
COPEC,Metropolitana,Santiago,Ñuñoa,Vicuña Mackenna 1990,33º0'0""S 70º0'0""W,Asistido,1230,1002,1276,0,0,1300,1090,9 oct. 2025
OKEY,Metropolitana,Santiago,Ñuñoa,AVDA. REPUBLICA DE ISRAEL 1203,33º0'0""S 70º0'0""W,Asistido,1204,967,1249,0,0,1291,1070,9 oct. 2025
COPEC,La Araucanía,Cautín,Villarrica,GERONIMO DE ALDERETE 857,39º0'0""S 72º0'0""W,Asistido,1286,1029,1309,0,0,1332,1085,9 oct. 2025
COPEC,La Araucanía,Cautín,Villarrica,"CAMINO A CONARIPE, LICAN-RAY 555",39º0'0""S 72º0'0""W,Asistido,1290,1031,1312,0,0,1334,1083,9 oct. 2025
ARAMCO,La Araucanía,Cautín,Villarrica,Colo Colo 1814,39º0'0""S 72º0'0""W,Asistido,1286,1029,1309,0,0,1332,1085,22 oct. 2025
SIN BANDERA,La Araucanía,Cautín,Villarrica,Isabel Riquelme 10,39º0'0""S 72º0'0""W,Asistido,1286,1029,1309,0,0,0,1105,9 oct. 2025
ARAMCO,La Araucanía,Cautín,Villarrica,Camino Segunda Faja 1640,39º0'0""S 72º0'0""W,Asistido,1286,1029,1309,0,0,1332,1067,9 oct. 2025
SHELL,La Araucanía,Cautín,Villarrica,Aviador Acevedo 720,39º0'0""S 72º0'0""W,Asistido,1286,1029,1309,0,0,1332,1085,9 oct. 2025
